Country Code,Year,data_quality_life_expectancy,Income,Population,Country,Region
bdi,1835,4,489,1126189,Burundi,africa
bdi,1836,4,489,1143208,Burundi,africa
bdi,1837,4,490,1160483,Burundi,africa
bdi,1838,4,490,1178020,Burundi,africa
bdi,1839,4,490,1195822,Burundi,africa
bdi,1840,4,491,1213893,Burundi,africa
bdi,1841,4,491,1232237,Burundi,africa
bdi,1842,4,492,1250858,Burundi,africa
bdi,1843,4,492,1269760,Burundi,africa
bdi,1844,4,492,1288948,Burundi,africa
bdi,1845,4,494,1308426,Burundi,africa
bdi,1846,4,494,1328199,Burundi,africa
bdi,1847,4,495,1348270,Burundi,africa
bdi,1848,4,495,1368645,Burundi,africa
bdi,1849,4,495,1386758,Burundi,africa
bdi,1850,4,496,1402560,Burundi,africa
bdi,1851,4,496,1414726,Burundi,africa
bdi,1852,4,497,1424460,Burundi,africa
bdi,1853,4,497,1431715,Burundi,africa
bdi,1854,4,497,1439006,Burundi,africa
bdi,1855,4,498,1446334,Burundi,africa
bdi,1856,4,498,1453697,Burundi,africa
bdi,1857,4,499,1461097,Burundi,africa
bdi,1858,4,499,1468533,Burundi,africa
bdi,1859,4,499,1476005,Burundi,africa
bdi,1860,4,500,1483515,Burundi,africa
bdi,1861,4,500,1491061,Burundi,africa
bdi,1862,4,502,1498645,Burundi,africa
bdi,1863,4,502,1506266,Burundi,africa
bdi,1864,4,503,1513924,Burundi,africa
bdi,1865,4,503,1521620,Burundi,africa
bdi,1866,4,503,1529354,Burundi,africa
bdi,1867,4,504,1537126,Burundi,africa
bdi,1868,4,504,1544936,Burundi,africa
bdi,1869,4,505,1553097,Burundi,africa
bdi,1870,4,505,1561612,Burundi,africa
bdi,1871,4,505,1570484,Burundi,africa
bdi,1872,4,506,1579718,Burundi,africa
bdi,1873,4,506,1589316,Burundi,africa
bdi,1874,4,507,1598972,Burundi,africa
bdi,1875,4,507,1608684,Burundi,africa
bdi,1876,4,507,1618454,Burundi,africa
bdi,1877,4,508,1628282,Burundi,africa
bdi,1878,4,508,1638169,Burundi,africa
bdi,1879,4,509,1648114,Burundi,africa
bdi,1880,4,509,1658118,Burundi,africa
bdi,1881,4,511,1668181,Burundi,africa
bdi,1882,4,511,1678304,Burundi,africa
bdi,1883,4,511,1688486,Burundi,africa
bdi,1884,4,512,1698730,Burundi,africa
bdi,1885,4,512,1709033,Burundi,africa
bdi,1886,4,513,1719398,Burundi,africa
bdi,1887,4,513,1729825,Burundi,africa
bdi,1888,4,513,1740312,Burundi,africa
bdi,1889,4,514,1746631,Burundi,africa
bdi,1890,4,514,1748784,Burundi,africa
bdi,1891,4,515,1746776,Burundi,africa
bdi,1892,4,515,1740609,Burundi,africa
bdi,1893,4,516,1730287,Burundi,africa
bdi,1894,4,516,1720024,Burundi,africa
bdi,1895,4,516,1709821,Burundi,africa
bdi,1896,4,517,1699677,Burundi,africa
bdi,1897,4,517,1689592,Burundi,africa
bdi,1898,4,518,1679565,Burundi,africa
bdi,1899,4,518,1668600,Burundi,africa
bdi,1900,4,520,1656711,Burundi,africa
bdi,1901,4,520,1643914,Burundi,africa
bdi,1902,4,520,1630224,Burundi,africa
bdi,1903,4,521,1615656,Burundi,africa
bdi,1904,4,521,1601217,Burundi,africa
bdi,1905,4,522,1586905,Burundi,africa
bdi,1906,4,522,1572720,Burundi,africa
bdi,1907,4,523,1558661,Burundi,africa
bdi,1908,4,523,1544725,Burundi,africa
bdi,1909,4,523,1532128,Burundi,africa
bdi,1910,4,524,1520850,Burundi,africa
bdi,1911,4,524,1510872,Burundi,africa
bdi,1912,4,525,1502175,Burundi,africa
bdi,1913,4,525,1494741,Burundi,africa
bdi,1914,4,526,1487342,Burundi,africa
bdi,1915,4,526,1479979,Burundi,africa
bdi,1916,4,526,1472650,Burundi,africa
bdi,1917,3,528,1465357,Burundi,africa
bdi,1918,3,528,1459496,Burundi,africa
bdi,1919,3,529,1459159,Burundi,africa
bdi,1920,3,529,1464409,Burundi,africa
bdi,1921,3,533,1475305,Burundi,africa
bdi,1922,3,537,1491911,Burundi,africa
bdi,1923,3,542,1514289,Burundi,africa
bdi,1924,3,545,1537004,Burundi,africa
bdi,1925,3,550,1560059,Burundi,africa
bdi,1926,3,554,1583460,Burundi,africa
bdi,1927,3,559,1607212,Burundi,africa
bdi,1928,3,562,1631320,Burundi,africa
bdi,1929,3,567,1655454,Burundi,africa
bdi,1930,3,571,1679609,Burundi,africa
bdi,1931,4,576,1703780,Burundi,africa
bdi,1932,4,580,1727964,Burundi,africa
bdi,1933,4,585,1752156,Burundi,africa
bdi,1934,4,589,1776686,Burundi,africa
bdi,1935,4,594,1801560,Burundi,africa
bdi,1936,4,597,1826782,Burundi,africa
bdi,1937,4,602,1852357,Burundi,africa
bdi,1938,4,606,1878290,Burundi,africa
bdi,1939,4,611,1906130,Burundi,africa
bdi,1940,4,615,1935933,Burundi,africa
bdi,1941,4,623,1967755,Burundi,africa
bdi,1942,3,630,2001651,Burundi,africa
bdi,1943,3,638,2037681,Burundi,africa
bdi,1944,3,646,2074359,Burundi,africa
bdi,1945,4,653,2111697,Burundi,africa
bdi,1946,4,661,2149708,Burundi,africa
bdi,1947,4,668,2188403,Burundi,africa
bdi,1948,4,676,2227794,Burundi,africa
bdi,1949,4,683,2267964,Burundi,africa
bdi,1950,2,692,2308927,Burundi,africa
bdi,1951,2,718,2360442,Burundi,africa
bdi,1952,2,728,2406034,Burundi,africa
bdi,1953,2,745,2449089,Burundi,africa
bdi,1954,2,773,2492192,Burundi,africa
bdi,1955,2,783,2537150,Burundi,africa
bdi,1956,2,799,2584913,Burundi,africa
bdi,1957,2,815,2635622,Burundi,africa
bdi,1958,2,823,2688751,Burundi,africa
bdi,1959,2,856,2743202,Burundi,africa
bdi,1960,2,852,2797925,Burundi,africa
bdi,1961,2,713,2852438,Burundi,africa
bdi,1962,2,759,2907320,Burundi,africa
bdi,1963,2,775,2964416,Burundi,africa
bdi,1964,2,798,3026292,Burundi,africa
bdi,1965,2,805,3094378,Burundi,africa
bdi,1966,2,817,3170496,Burundi,africa
bdi,1967,2,869,3253215,Burundi,africa
bdi,1968,2,839,3336930,Burundi,africa
bdi,1969,2,810,3413909,Burundi,africa
bdi,1970,2,1006,3479070,Burundi,africa
bdi,1971,2,1013,3530000,Burundi,africa
bdi,1972,2,969,3569655,Burundi,africa
bdi,1973,2,1027,3605120,Burundi,africa
bdi,1974,2,1005,3646428,Burundi,africa
bdi,1975,2,979,3700879,Burundi,africa
bdi,1976,2,1056,3770870,Burundi,africa
bdi,1977,2,1123,3854446,Burundi,africa
bdi,1978,2,1144,3949264,Burundi,africa
bdi,1979,2,1106,4051239,Burundi,africa
bdi,1980,2,1038,4157296,Burundi,africa
bdi,1981,2,1102,4266520,Burundi,africa
bdi,1982,2,1067,4379727,Burundi,africa
bdi,1983,2,1070,4497544,Burundi,africa
bdi,1984,2,1041,4621096,Burundi,africa
bdi,1985,2,1133,4750832,Burundi,africa
bdi,1986,2,1152,4886745,Burundi,africa
bdi,1987,2,1166,5027143,Burundi,africa
bdi,1988,2,1188,5168703,Burundi,africa
bdi,1989,2,1175,5307069,Burundi,africa
bdi,1990,2,1185,5438959,Burundi,africa
bdi,1991,2,1216,5564923,Burundi,africa
bdi,1992,2,1202,5685569,Burundi,africa
bdi,1993,2,1105,5798054,Burundi,africa
bdi,1994,2,1045,5898964,Burundi,africa
bdi,1995,2,948,5987044,Burundi,africa
bdi,1996,2,861,6060110,Burundi,africa
bdi,1997,2,839,6122130,Burundi,africa
bdi,1998,2,870,6185564,Burundi,africa
bdi,1999,2,850,6267132,Burundi,africa
bdi,2000,2,828,6378871,Burundi,africa
bdi,2001,2,826,6525546,Burundi,africa
bdi,2002,2,840,6704118,Burundi,africa
bdi,2003,2,805,6909161,Burundi,africa
bdi,2004,2,817,7131688,Burundi,africa
bdi,2005,2,799,7364857,Burundi,africa
bdi,2006,2,815,7607850,Burundi,africa
bdi,2007,2,816,7862226,Burundi,africa
bdi,2008,2,828,8126104,Burundi,africa
bdi,2009,2,832,8397661,Burundi,africa
bdi,2010,2,846,8675606,Burundi,africa
bdi,2011,2,853,8958406,Burundi,africa
bdi,2012,2,863,9245992,Burundi,africa
bdi,2013,4,877,9540302,Burundi,africa
bdi,2014,4,886,9844301,Burundi,africa
bel,1800,4,2697,3250000,Belgium,europe
bel,1801,4,2701,3258961,Belgium,europe
bel,1802,4,2704,3267947,Belgium,europe
bel,1803,4,2708,3276958,Belgium,europe
bel,1804,4,2712,3285994,Belgium,europe
bel,1805,4,2715,3295054,Belgium,europe
bel,1806,4,2719,3304140,Belgium,europe
bel,1807,4,2723,3313251,Belgium,europe
bel,1808,4,2726,3322386,Belgium,europe
bel,1809,4,2730,3331547,Belgium,europe
bel,1810,4,2734,3340759,Belgium,europe
bel,1811,4,2737,3349970,Belgium,europe
bel,1812,4,2741,3359207,Belgium,europe
bel,1813,4,2741,3368470,Belgium,europe
bel,1814,4,2741,3377758,Belgium,europe
bel,1815,4,2741,3387071,Belgium,europe
bel,1816,4,2741,3396411,Belgium,europe
bel,1817,4,2741,3405776,Belgium,europe
bel,1818,4,2741,3415167,Belgium,europe
bel,1819,4,2741,3428762,Belgium,europe
bel,1820,4,2741,3446611,Belgium,europe
bel,1821,4,2755,3468762,Belgium,europe
bel,1822,4,2770,3495265,Belgium,europe
bel,1823,4,2784,3526170,Belgium,europe
bel,1824,4,2799,3557348,Belgium,europe
bel,1825,4,2813,3588801,Belgium,europe
bel,1826,4,2828,3620533,Belgium,europe
bel,1827,4,2843,3652545,Belgium,europe
bel,1828,4,2858,3684841,Belgium,europe
bel,1829,4,2873,3717143,Belgium,europe
bel,1830,4,2888,3749449,Belgium,europe
bel,1831,4,2903,3781756,Belgium,europe
bel,1832,4,2918,3814064,Belgium,europe
bel,1833,4,2933,3846368,Belgium,europe
bel,1834,4,2948,3878946,Belgium,europe
bel,1835,4,2964,3911800,Belgium,europe
bel,1836,4,2979,3944932,Belgium,europe
bel,1837,4,2995,3978344,Belgium,europe
bel,1838,4,3011,4012040,Belgium,europe
bel,1839,4,3026,4046206,Belgium,europe
bel,1840,4,3042,4080847,Belgium,europe
bel,1841,1,3058,4115969,Belgium,europe
bel,1842,1,3074,4151578,Belgium,europe
bel,1843,1,3090,4187679,Belgium,europe
bel,1844,1,3106,4224094,Belgium,europe
bel,1845,1,3122,4260826,Belgium,europe
bel,1846,1,3139,4297878,Belgium,europe
bel,1847,1,3265,4335251,Belgium,europe
bel,1848,1,3250,4372950,Belgium,europe
bel,1849,1,3316,4408894,Belgium,europe
bel,1850,1,3422,4443056,Belgium,europe
bel,1851,1,3494,4475312,Belgium,europe
bel,1852,1,3565,4505727,Belgium,europe
bel,1853,1,3635,4534270,Belgium,europe
bel,1854,1,3836,4562994,Belgium,europe
bel,1855,1,3837,4591900,Belgium,europe
bel,1856,1,4021,4620989,Belgium,europe
bel,1857,1,4096,4650263,Belgium,europe
bel,1858,1,4099,4679721,Belgium,europe
bel,1859,1,4071,4710231,Belgium,europe
bel,1860,1,4249,4741806,Belgium,europe
bel,1861,1,4280,4774457,Belgium,europe
bel,1862,1,4362,4808199,Belgium,europe
bel,1863,1,4455,4843045,Belgium,europe
bel,1864,1,4570,4878143,Belgium,europe
bel,1865,1,4536,4913495,Belgium,europe
bel,1866,1,4638,4949104,Belgium,europe
bel,1867,1,4627,4984970,Belgium,europe
bel,1868,1,4760,5021097,Belgium,europe
bel,1869,1,4935,5058646,Belgium,europe
bel,1870,1,4988,5097637,Belgium,europe
bel,1871,1,4969,5138090,Belgium,europe
bel,1872,1,5232,5180026,Belgium,europe
bel,1873,1,5225,5223465,Belgium,europe
bel,1874,1,5355,5267269,Belgium,europe
bel,1875,1,5301,5311440,Belgium,europe
bel,1876,1,5328,5355982,Belgium,europe
bel,1877,1,5344,5400897,Belgium,europe
bel,1878,1,5451,5446189,Belgium,europe
bel,1879,1,5457,5493172,Belgium,europe
bel,1880,1,5680,5541874,Belgium,europe
bel,1881,1,5689,5592321,Belgium,europe
bel,1882,1,5811,5644541,Belgium,europe
bel,1883,1,5827,5698561,Belgium,europe
bel,1884,1,5811,5753099,Belgium,europe
bel,1885,1,5815,5808158,Belgium,europe
bel,1886,1,5842,5863744,Belgium,europe
bel,1887,1,6021,5919863,Belgium,europe
bel,1888,1,6017,5976518,Belgium,europe
bel,1889,1,6261,6033943,Belgium,europe
bel,1890,1,6352,6092147,Belgium,europe
bel,1891,1,6291,6151140,Belgium,europe
bel,1892,1,6377,6210932,Belgium,europe
bel,1893,1,6402,6271532,Belgium,europe
bel,1894,1,6426,6332723,Belgium,europe
bel,1895,1,6507,6394512,Belgium,europe
bel,1896,1,6579,6456903,Belgium,europe
bel,1897,1,6645,6519904,Belgium,europe
bel,1898,1,6698,6583519,Belgium,europe
bel,1899,1,6775,6649435,Belgium,europe
bel,1900,1,6913,6717693,Belgium,europe
bel,1901,1,6891,6788335,Belgium,europe
bel,1902,1,6928,6861404,Belgium,europe
bel,1903,1,6990,6936940,Belgium,europe
bel,1904,1,7080,7013309,Belgium,europe
bel,1905,1,7193,7090518,Belgium,europe
bel,1906,1,7258,7168577,Belgium,europe
bel,1907,1,7286,7247495,Belgium,europe
bel,1908,1,7287,7327282,Belgium,europe
bel,1909,1,7358,7392503,Belgium,europe
bel,1910,1,7530,7442986,Belgium,europe
bel,1911,1,7686,7478558,Belgium,europe
bel,1912,1,7793,7499046,Belgium,europe
bel,1913,1,7820,7504272,Belgium,europe
bel,1914,3,7269,7509502,Belgium,europe
bel,1915,3,7149,7514736,Belgium,europe
bel,1916,3,7559,7519973,Belgium,europe
bel,1917,3,6520,7525214,Belgium,europe
bel,1918,3,5301,7530616,Belgium,europe
bel,1919,1,6280,7545092,Belgium,europe
bel,1920,1,7341,7568708,Belgium,europe
bel,1921,1,7515,7601534,Belgium,europe
bel,1922,1,8177,7643636,Belgium,europe
bel,1923,1,8400,7695085,Belgium,europe
bel,1924,1,8594,7746881,Belgium,europe
bel,1925,1,8646,7799025,Belgium,europe
bel,1926,1,8865,7851520,Belgium,europe
bel,1927,1,9122,7904369,Belgium,europe
bel,1928,1,9522,7957573,Belgium,europe
bel,1929,1,9365,8005591,Belgium,europe
bel,1930,1,9225,8048371,Belgium,europe
bel,1931,1,9005,8085859,Belgium,europe
bel,1932,1,8536,8118000,Belgium,europe
bel,1933,1,8673,8144741,Belgium,europe
bel,1934,1,8568,8171569,Belgium,europe
bel,1935,1,9068,8198486,Belgium,europe
bel,1936,1,9103,8225492,Belgium,europe
bel,1937,1,9193,8252586,Belgium,europe
bel,1938,1,8953,8279770,Belgium,europe
bel,1939,1,9543,8307322,Belgium,europe
bel,1940,1,8453,8335242,Belgium,europe
bel,1941,1,8076,8363535,Belgium,europe
bel,1942,1,7406,8392202,Belgium,europe
bel,1943,1,7240,8421245,Belgium,europe
bel,1944,1,7619,8450388,Belgium,europe
bel,1945,1,8029,8479632,Belgium,europe
bel,1946,1,8475,8508977,Belgium,europe
bel,1947,1,8894,8538424,Belgium,europe
bel,1948,1,9309,8567973,Belgium,europe
bel,1949,1,9623,8600995,Belgium,europe
bel,1950,1,10120,8637521,Belgium,europe
bel,1951,1,10649,8680176,Belgium,europe
bel,1952,1,10503,8727988,Belgium,europe
bel,1953,1,10781,8779267,Belgium,europe
bel,1954,1,11171,8832697,Belgium,europe
bel,1955,1,11636,8887275,Belgium,europe
bel,1956,1,11900,8942408,Belgium,europe
bel,1957,1,12035,8997845,Belgium,europe
bel,1958,1,11936,9053640,Belgium,europe
bel,1959,1,12244,9110067,Belgium,europe
bel,1960,1,12881,9167361,Belgium,europe
bel,1961,1,13490,9225414,Belgium,europe
bel,1962,1,14158,9283545,Belgium,europe
bel,1963,1,14734,9340419,Belgium,europe
bel,1964,1,15690,9394300,Belgium,europe
bel,1965,1,16161,9443948,Belgium,europe
bel,1966,1,16633,9488759,Belgium,europe
bel,1967,1,17258,9529046,Belgium,europe
bel,1968,1,17979,9565591,Belgium,europe
bel,1969,1,19200,9599651,Belgium,europe
bel,1970,1,20411,9632179,Belgium,europe
bel,1971,1,21178,9663323,Belgium,europe
bel,1972,1,22289,9692845,Belgium,europe
bel,1973,1,23667,9720750,Belgium,europe
bel,1974,1,24676,9747023,Belgium,europe
bel,1975,1,24370,9771582,Belgium,europe
bel,1976,1,25796,9794771,Belgium,europe
bel,1977,1,26023,9816693,Belgium,europe
bel,1978,1,26837,9836812,Belgium,europe
bel,1979,1,27542,9854372,Belgium,europe
bel,1980,1,28849,9868999,Belgium,europe
bel,1981,1,28574,9880594,Belgium,europe
bel,1982,1,29067,9889819,Belgium,europe
bel,1983,1,29169,9897877,Belgium,europe
bel,1984,1,29998,9906370,Belgium,europe
bel,1985,1,30394,9916577,Belgium,europe
bel,1986,1,30945,9928539,Belgium,europe
bel,1987,1,31758,9942281,Belgium,europe
bel,1988,1,33325,9959011,Belgium,europe
bel,1989,1,34454,9980175,Belgium,europe
bel,1990,1,35507,10006545,Belgium,europe
bel,1991,1,36024,10039450,Belgium,europe
bel,1992,1,36427,10078098,Belgium,europe
bel,1993,1,35936,10118684,Belgium,europe
bel,1994,1,36981,10155909,Belgium,europe
bel,1995,1,37784,10186304,Belgium,europe
bel,1996,1,38209,10208265,Belgium,europe
bel,1997,1,39562,10223785,Belgium,europe
bel,1998,1,40252,10237298,Belgium,europe
bel,1999,1,41583,10255161,Belgium,europe
bel,2000,1,43024,10282046,Belgium,europe
bel,2001,1,43348,10319026,Belgium,europe
bel,2002,1,43891,10364879,Belgium,europe
bel,2003,1,44161,10419029,Belgium,europe
bel,2004,1,45540,10480118,Belgium,europe
bel,2005,1,46342,10546885,Belgium,europe
bel,2006,1,47213,10619484,Belgium,europe
bel,2007,2,48590,10697576,Belgium,europe
bel,2008,2,48424,10778764,Belgium,europe
bel,2009,2,47065,10859934,Belgium,europe
bel,2010,2,47973,10938735,Belgium,europe
bel,2011,2,48155,11013860,Belgium,europe
bel,2012,2,48211,11085355,Belgium,europe
bel,2013,4,48205,11154008,Belgium,europe
bel,2014,4,48749,11221225,Belgium,europe
ben,1800,4,676,636559,Benin,africa
ben,1801,4,676,636559,Benin,africa
ben,1802,4,676,636559,Benin,africa
ben,1803,4,676,636559,Benin,africa
ben,1804,4,676,636559,Benin,africa
ben,1805,4,676,636559,Benin,africa
ben,1806,4,676,636559,Benin,africa
ben,1807,4,676,636559,Benin,africa
ben,1808,4,676,636559,Benin,africa
ben,1809,4,676,636559,Benin,africa
ben,1810,4,677,636559,Benin,africa
ben,1811,4,677,636559,Benin,africa
ben,1812,4,677,636559,Benin,africa
ben,1813,4,677,636559,Benin,africa
ben,1814,4,677,636559,Benin,africa
ben,1815,4,677,636559,Benin,africa
ben,1816,4,677,636559,Benin,africa
ben,1817,4,677,636559,Benin,africa
ben,1818,4,677,636559,Benin,africa
ben,1819,4,677,637485,Benin,africa
ben,1820,4,677,639344,Benin,africa
ben,1821,4,680,642142,Benin,africa
ben,1822,4,684,645886,Benin,africa
ben,1823,4,687,650584,Benin,africa
ben,1824,4,691,655316,Benin,africa
ben,1825,4,694,660082,Benin,africa
ben,1826,4,697,664884,Benin,africa
ben,1827,4,701,669719,Benin,africa
ben,1828,4,704,674591,Benin,africa
ben,1829,4,708,679497,Benin,africa
ben,1830,4,711,684439,Benin,africa
ben,1831,4,714,689417,Benin,africa
ben,1832,4,718,694432,Benin,africa
ben,1833,4,721,699483,Benin,africa
ben,1834,4,725,704570,Benin,africa
ben,1835,4,728,709695,Benin,africa
ben,1836,4,731,714857,Benin,africa
ben,1837,4,736,720056,Benin,africa
ben,1838,4,739,725293,Benin,africa
ben,1839,4,743,730569,Benin,africa
ben,1840,4,746,735882,Benin,africa
ben,1841,4,749,741235,Benin,africa
ben,1842,4,753,746626,Benin,africa
ben,1843,4,757,752057,Benin,africa
ben,1844,4,761,757526,Benin,africa
ben,1845,4,764,763036,Benin,africa
ben,1846,4,768,768586,Benin,africa
ben,1847,4,772,774176,Benin,africa
ben,1848,4,775,779807,Benin,africa
ben,1849,4,779,784933,Benin,africa
ben,1850,4,783,789547,Benin,africa
ben,1851,4,787,795146,Benin,africa
ben,1852,4,790,800236,Benin,africa
ben,1853,4,795,804808,Benin,africa
ben,1854,4,798,809403,Benin,africa
ben,1855,4,803,814022,Benin,africa
ben,1856,4,806,818664,Benin,africa
ben,1857,4,809,823329,Benin,africa
ben,1858,4,814,828018,Benin,africa
ben,1859,4,817,833422,Benin,africa
ben,1860,4,822,839553,Benin,africa
ben,1861,4,825,846423,Benin,africa
ben,1862,4,830,854045,Benin,africa
ben,1863,4,833,862430,Benin,africa
ben,1864,4,838,870895,Benin,africa
ben,1865,4,842,879440,Benin,africa
ben,1866,4,846,888065,Benin,africa
ben,1867,4,850,896773,Benin,africa
ben,1868,4,854,905562,Benin,africa
ben,1869,4,858,914528,Benin,africa
ben,1870,4,863,923672,Benin,africa
ben,1871,4,866,932998,Benin,africa
ben,1872,4,871,942508,Benin,africa
ben,1873,4,875,952205,Benin,africa
ben,1874,4,880,961999,Benin,africa
ben,1875,4,883,971891,Benin,africa
ben,1876,4,888,981881,Benin,africa
ben,1877,4,892,991970,Benin,africa
ben,1878,4,897,1002160,Benin,africa
ben,1879,4,901,1011939,Benin,africa
ben,1880,4,905,1021297,Benin,africa
ben,1881,4,909,1030226,Benin,africa
ben,1882,4,914,1038715,Benin,africa
ben,1883,4,918,1046755,Benin,africa
ben,1884,4,923,1054855,Benin,africa
ben,1885,4,927,1063013,Benin,africa
ben,1886,4,932,1071232,Benin,africa
ben,1887,4,936,1079510,Benin,africa
ben,1888,4,941,1087849,Benin,africa
ben,1889,4,945,1096041,Benin,africa
ben,1890,4,950,1104082,Benin,africa
ben,1891,4,954,1111970,Benin,africa
ben,1892,4,959,1119701,Benin,africa
ben,1893,4,963,1127272,Benin,africa
ben,1894,4,968,1134892,Benin,africa
ben,1895,4,972,1142559,Benin,africa
ben,1896,4,978,1150275,Benin,africa
ben,1897,4,983,1158039,Benin,africa
ben,1898,4,987,1165852,Benin,africa
ben,1899,4,992,1174434,Benin,africa
ben,1900,4,996,1183800,Benin,africa
ben,1901,4,1002,1193961,Benin,africa
ben,1902,4,1006,1204933,Benin,africa
ben,1903,4,1011,1216728,Benin,africa
ben,1904,4,1017,1228636,Benin,africa
ben,1905,4,1021,1240656,Benin,africa
ben,1906,4,1026,1252791,Benin,africa
ben,1907,4,1031,1265040,Benin,africa
ben,1908,4,1036,1277406,Benin,africa
ben,1909,4,1041,1289691,Benin,africa
ben,1910,4,1046,1301894,Benin,africa
ben,1911,4,1051,1314011,Benin,africa
ben,1912,4,1056,1326039,Benin,africa
ben,1913,4,1061,1337975,Benin,africa
ben,1914,4,1069,1350015,Benin,africa
ben,1915,4,1077,1362159,Benin,africa
ben,1916,4,1083,1374408,Benin,africa
ben,1917,3,1091,1386764,Benin,africa
ben,1918,3,1099,1396880,Benin,africa
ben,1919,3,1107,1409255,Benin,africa
ben,1920,4,1115,1423936,Benin,africa
ben,1921,4,1135,1440974,Benin,africa
ben,1922,4,1155,1460421,Benin,africa
ben,1923,4,1175,1482327,Benin,africa
ben,1924,4,1195,1504562,Benin,africa
ben,1925,4,1217,1527130,Benin,africa
ben,1926,4,1237,1550037,Benin,africa
ben,1927,4,1258,1573288,Benin,africa
ben,1928,4,1280,1596887,Benin,africa
ben,1929,4,1303,1620511,Benin,africa
ben,1930,4,1324,1644156,Benin,africa
ben,1931,4,1347,1667818,Benin,africa
ben,1932,4,1370,1691492,Benin,africa
ben,1933,4,1393,1715172,Benin,africa
ben,1934,4,1416,1739185,Benin,africa
ben,1935,4,1440,1763533,Benin,africa
ben,1936,4,1464,1788223,Benin,africa
ben,1937,4,1488,1813258,Benin,africa
ben,1938,4,1513,1838644,Benin,africa
ben,1939,4,1537,1865897,Benin,africa
ben,1940,4,1563,1895071,Benin,africa
ben,1941,4,1593,1926220,Benin,africa
ben,1942,4,1625,1959401,Benin,africa
ben,1943,4,1657,1994670,Benin,africa
ben,1944,4,1688,2030574,Benin,africa
ben,1945,4,1720,2067124,Benin,africa
ben,1946,4,1753,2104333,Benin,africa
ben,1947,4,1787,2142211,Benin,africa
ben,1948,4,1822,2180770,Benin,africa
ben,1949,4,1857,2218454,Benin,africa
ben,1950,2,1891,2255222,Benin,africa
ben,1951,2,1856,2258475,Benin,africa
ben,1952,2,1819,2264862,Benin,africa
ben,1953,2,1734,2274484,Benin,africa
ben,1954,2,1749,2287376,Benin,africa
ben,1955,2,1713,2303592,Benin,africa
ben,1956,2,1679,2323052,Benin,africa
ben,1957,2,1644,2345712,Benin,africa
ben,1958,2,1668,2371455,Benin,africa
ben,1959,2,1694,2400129,Benin,africa
ben,1960,2,1706,2431617,Benin,africa
ben,1961,2,1725,2465865,Benin,africa
ben,1962,2,1631,2502897,Benin,africa
ben,1963,2,1668,2542864,Benin,africa
ben,1964,2,1742,2585961,Benin,africa
ben,1965,2,1791,2632361,Benin,africa
ben,1966,2,1813,2682159,Benin,africa
ben,1967,2,1786,2735308,Benin,africa
ben,1968,2,1812,2791588,Benin,africa
ben,1969,2,1821,2850657,Benin,africa
ben,1970,2,1814,2912338,Benin,africa
ben,1971,2,1806,2976575,Benin,africa
ben,1972,2,1932,3043563,Benin,africa
ben,1973,2,1965,3113681,Benin,africa
ben,1974,2,2046,3187413,Benin,africa
ben,1975,2,1855,3265167,Benin,africa
ben,1976,2,1831,3347169,Benin,africa
ben,1977,2,1859,3433445,Benin,africa
ben,1978,2,1801,3523933,Benin,africa
ben,1979,2,1892,3618519,Benin,africa
ben,1980,2,2009,3717161,Benin,africa
ben,1981,2,2061,3820126,Benin,africa
ben,1982,2,2217,3927717,Benin,africa
ben,1983,2,2060,4039940,Benin,africa
ben,1984,2,2159,4156819,Benin,africa
ben,1985,2,2253,4278502,Benin,africa
ben,1986,2,2233,4404504,Benin,africa
ben,1987,2,2133,4535262,Benin,africa
ben,1988,2,2133,4672844,Benin,africa
ben,1989,2,2058,4820020,Benin,africa
ben,1990,2,2175,4978489,Benin,africa
ben,1991,2,2192,5149496,Benin,africa
ben,1992,2,2180,5331805,Benin,africa
ben,1993,2,2227,5521761,Benin,africa
ben,1994,2,2196,5714215,Benin,africa
ben,1995,2,2253,5905552,Benin,africa
ben,1996,2,2278,6094272,Benin,africa
ben,1997,2,2337,6281644,Benin,africa
ben,1998,2,2358,6470275,Benin,africa
ben,1999,2,2412,6664102,Benin,africa
ben,2000,2,2478,6865946,Benin,africa
ben,2001,2,2533,7076728,Benin,africa
ben,2002,2,2571,7295400,Benin,africa
ben,2003,2,2580,7520556,Benin,africa
ben,2004,2,2614,7750003,Benin,africa
ben,2005,2,2582,7982223,Benin,africa
ben,2006,2,2607,8216893,Benin,africa
ben,2007,2,2685,8454790,Benin,africa
ben,2008,2,2738,8696915,Benin,africa
ben,2009,2,2724,8944713,Benin,africa
ben,2010,2,2705,9199254,Benin,africa
ben,2011,2,2708,9460829,Benin,africa
ben,2012,2,2760,9729254,Benin,africa
ben,2013,4,2877,10004594,Benin,africa
ben,2014,4,2976,10286839,Benin,africa
bfa,1800,4,543,1665421,Burkina Faso,africa
bfa,1801,4,543,1665421,Burkina Faso,africa
bfa,1802,4,543,1665421,Burkina Faso,africa
bfa,1803,4,543,1665421,Burkina Faso,africa
bfa,1804,4,543,1665421,Burkina Faso,africa
bfa,1805,4,543,1665421,Burkina Faso,africa
bfa,1806,4,543,1665421,Burkina Faso,africa
bfa,1807,4,543,1665421,Burkina Faso,africa
bfa,1808,4,543,1665421,Burkina Faso,africa
bfa,1809,4,543,1665421,Burkina Faso,africa
bfa,1810,4,543,1665421,Burkina Faso,africa
